candidate_id,robot,sample_index,span2_mm,span3_mm,span4_mm,span5_mm,size_x_mm,size_y_mm,size_z_mm,worst_axis_ratio,arm_size_x_mm,arm_size_y_mm,arm_size_z_mm,volume_l,clearance_mm,collision_free,rule_pass,evaluations,elapsed_s
orth6r_148133fca859_q00,orth6r_148133fca859,0,60.0,296.1418578992169,390.0,0.0,360.0,489.7985789282532,501.69412711564587,0.8361568785260765,341.1893818496927,440.15524332916516,306.69412711564587,88.46246538644176,0.0006736002675575281,True,True,3096,4.567433162002999
orth6r_148133fca859_q01,orth6r_148133fca859,1,45.59419169090688,362.28750111520856,466.2456426769495,0.0,493.62174472985953,536.6833145514895,493.61791408275053,0.8944721909191493,368.62174472985953,536.6833145514895,298.61791408275053,130.76854407483899,-1.4058596049716099,False,False,4089,5.77045940500102
orth6r_148133fca859_q02,orth6r_148133fca859,2,60.292335441336036,234.76852376307096,338.65031411871314,0.0,468.5419526733025,445.2869209252516,495.27205097765915,0.8254534182960986,343.5419526733025,332.9243749141856,300.27205097765915,103.3313832178366,2.533510876498293,True,True,2483,3.778459244997066
orth6r_148133fca859_q03,orth6r_148133fca859,3,74.44785319268702,314.54061453396264,407.2884709713981,0.0,500.3729897749101,360.00024675843673,508.7124237341838,0.847854039556973,456.68458796015716,344.786627300125,313.7124237341838,91.63660711518747,0.0004702324430880256,True,True,3160,2.914056232999428
orth6r_148133fca859_q04,orth6r_148133fca859,4,59.54831041395664,291.7688549235737,352.09510469343513,0.0,408.3916124845147,435.9926319494472,504.5070602927397,0.8408451004878996,283.3916124845148,435.9926319494472,309.5070602927397,89.83037492517653,0.0005196791636758596,True,True,2825,4.281806308994419
orth6r_148133fca859_q05,orth6r_148133fca859,5,54.16838097386062,328.9551601125219,307.94764387886977,0.0,498.9332047968816,401.7313995433081,498.93511210078094,0.8315585201679683,442.2994948184921,276.7313995433081,303.93511210078094,100.00512424160556,0.0005701616552795247,True,True,3304,6.539606676000403
orth6r_148133fca859_q06,orth6r_148133fca859,6,68.59140786342323,277.06553608328966,448.4892171761021,0.0,375.1795050048377,467.392911457519,504.71676071120964,0.8411946011853494,375.1795050048377,454.7037537360378,309.71676071120964,88.5052340104859,0.001845525554607097,True,True,3885,5.672463484996115
orth6r_148133fca859_q07,orth6r_148133fca859,7,65.6723703816533,345.41365650363826,370.90123549103737,0.0,497.9148258337412,437.3126413363445,497.9148259485306,0.829858043247551,388.44681721230955,405.443762991353,302.91482594853056,108.41818875085693,0.028875427222040118,True,True,4385,8.521554824001214
orth6r_148133fca859_q08,orth6r_148133fca859,8,51.45077470690012,251.3527478442647,437.5233599357307,0.0,434.1822547945767,412.1418128112601,491.0173070325878,0.8183621783876464,418.5106468281518,412.14155259770433,296.0173070325878,87.86492583761436,0.00026620101244850813,True,True,4349,6.078355071003898
orth6r_148133fca859_q09,orth6r_148133fca859,9,49.75300292484462,296.7948660796798,382.8027239302174,0.0,413.1107707452952,484.95095972968807,492.33656978700355,0.820560949645006,288.1107707452952,476.5918010820498,364.62282867104926,98.63395253022894,1.364531276165648e-06,True,True,4320,8.506191336993652
