candidate_id,robot,sample_index,sampling_kind,parking_id,span2_mm,span3_mm,span4_mm,span5_mm,factor2,factor3,factor4,factor5,tier1_complete,tier2_complete,tier3_complete,storage_balanced_fraction,pickup_complete,pickup_min_slot_complete,module_complete,module_stress_complete,module_stress_total,module_stress_min_clearance_m,module_stress_min_joint_margin_rad,elapsed_s
orth6r_4ab675a33402_q05_rear_center,orth6r_4ab675a33402,5,sobol,rear_center,261.81384137365967,433.21303294971585,0.0,47.37656059674918,0.9028063495643437,1.110802648589015,,0.7896093432791531,12,20,3,0.5703703703703704,50,6,True,9,9,0.00666666666666671,0.38579638063921595,97.52265724899917
orth6r_4ab675a33402_q05_rear_right,orth6r_4ab675a33402,5,sobol,rear_right,261.81384137365967,433.21303294971585,0.0,47.37656059674918,0.9028063495643437,1.110802648589015,,0.7896093432791531,13,21,7,0.6553086419753086,46,6,True,9,9,0.00666666666666671,0.22069628494919735,91.41402647500217
orth6r_4ab675a33402_q05_mid_left,orth6r_4ab675a33402,5,sobol,mid_left,261.81384137365967,433.21303294971585,0.0,47.37656059674918,0.9028063495643437,1.110802648589015,,0.7896093432791531,11,20,0,0.5111111111111111,41,6,True,9,9,0.00666666666666671,0.49280072117466633,91.2163375989985
orth6r_4ab675a33402_q06_rear_left,orth6r_4ab675a33402,6,sobol,rear_left,331.5251380065456,364.877696922049,0.0,68.99834110401571,1.1431901310570538,0.9355838382616639,,1.1499723517335951,6,12,1,0.305679012345679,48,5,False,0,9,-6.485768944288622e-05,0.0084524851028287,109.53330897900014
orth6r_4ab675a33402_q06_rear_center,orth6r_4ab675a33402,6,sobol,rear_center,331.5251380065456,364.877696922049,0.0,68.99834110401571,1.1431901310570538,0.9355838382616639,,1.1499723517335951,12,20,1,0.5456790123456791,49,5,False,0,9,-6.485786072674832e-05,0.1903112198610013,74.0976548319959
orth6r_4ab675a33402_q06_rear_right,orth6r_4ab675a33402,6,sobol,rear_right,331.5251380065456,364.877696922049,0.0,68.99834110401571,1.1431901310570538,0.9355838382616639,,1.1499723517335951,13,22,7,0.668641975308642,57,6,False,0,9,-6.485786130378673e-05,0.22069628494919735,92.2424197970031
orth6r_4ab675a33402_q06_mid_left,orth6r_4ab675a33402,6,sobol,mid_left,331.5251380065456,364.877696922049,0.0,68.99834110401571,1.1431901310570538,0.9355838382616639,,1.1499723517335951,12,22,0,0.56,50,7,False,0,9,-6.485782138080515e-05,0.2707870149652609,94.26298133900127
orth6r_4ab675a33402_q07_rear_left,orth6r_4ab675a33402,7,sobol,rear_left,317.41645684465766,454.88782636821276,0.0,57.06172853708267,1.0945395063608885,1.1663790419697762,,0.9510288089513779,11,19,0,0.4977777777777777,51,6,True,9,9,0.0032967018460992176,0.23504341579737487,98.5028528729963
orth6r_4ab675a33402_q07_rear_center,orth6r_4ab675a33402,7,sobol,rear_center,317.41645684465766,454.88782636821276,0.0,57.06172853708267,1.0945395063608885,1.1663790419697762,,0.9510288089513779,14,23,10,0.7412345679012345,52,6,True,9,9,0.003296701846338103,0.4747028146289558,93.45772595600283
orth6r_4ab675a33402_q07_rear_right,orth6r_4ab675a33402,7,sobol,rear_right,317.41645684465766,454.88782636821276,0.0,57.06172853708267,1.0945395063608885,1.1663790419697762,,0.9510288089513779,15,25,9,0.7777777777777778,53,6,True,9,9,0.0032967018427488212,0.22069628494919713,92.84138832600001
orth6r_4ab675a33402_q07_mid_left,orth6r_4ab675a33402,7,sobol,mid_left,317.41645684465766,454.88782636821276,0.0,57.06172853708267,1.0945395063608885,1.1663790419697762,,0.9510288089513779,14,24,8,0.7298765432098765,48,5,True,9,9,0.003296701846852046,0.5586324100637148,107.08973852000054
orth6r_4ab675a33402_q08_rear_left,orth6r_4ab675a33402,8,sobol,rear_left,248.67874441668388,331.0155894700438,0.0,67.31128614395857,0.8575129117816687,0.848757921718061,,1.1218547690659761,1,0,0,0.022222222222222223,21,0,False,0,9,,,140.596277071003
orth6r_4ab675a33402_q08_rear_center,orth6r_4ab675a33402,8,sobol,rear_center,248.67874441668388,331.0155894700438,0.0,67.31128614395857,0.8575129117816687,0.848757921718061,,1.1218547690659761,4,8,0,0.19555555555555557,49,5,False,0,9,-0.0008472113363709177,0.020677384418887,103.83939308700064
orth6r_4ab675a33402_q08_rear_right,orth6r_4ab675a33402,8,sobol,rear_right,248.67874441668388,331.0155894700438,0.0,67.31128614395857,0.8575129117816687,0.848757921718061,,1.1218547690659761,8,14,1,0.37679012345679014,52,5,False,0,9,-0.0008472113513294174,0.09824854598691157,91.85081304499909
orth6r_4ab675a33402_q08_mid_left,orth6r_4ab675a33402,8,sobol,mid_left,248.67874441668388,331.0155894700438,0.0,67.31128614395857,0.8575129117816687,0.848757921718061,,1.1218547690659761,4,11,0,0.23555555555555555,42,3,False,0,9,-0.0008472109916836876,0.02527704393621555,121.336011297004
orth6r_4ab675a33402_q09_rear_left,orth6r_4ab675a33402,9,sobol,rear_left,240.4728474700823,390.85997025948024,0.0,58.892726758494966,0.829216715414077,1.002205051947385,,0.9815454459749162,1,3,0,0.062222222222222213,31,0,False,0,9,,,112.79042010200646
orth6r_4ab675a33402_q09_rear_center,orth6r_4ab675a33402,9,sobol,rear_center,240.4728474700823,390.85997025948024,0.0,58.892726758494966,0.829216715414077,1.002205051947385,,0.9815454459749162,8,16,0,0.39111111111111113,50,5,True,9,9,0.0013081686460879732,0.16415565063679916,99.64781951100304
orth6r_4ab675a33402_q09_rear_right,orth6r_4ab675a33402,9,sobol,rear_right,240.4728474700823,390.85997025948024,0.0,58.892726758494966,0.829216715414077,1.002205051947385,,0.9815454459749162,12,16,3,0.5170370370370371,52,6,True,9,9,3.620394374875824e-06,0.2206962849507177,95.77739131300041
orth6r_4ab675a33402_q09_mid_left,orth6r_4ab675a33402,9,sobol,mid_left,240.4728474700823,390.85997025948024,0.0,58.892726758494966,0.829216715414077,1.002205051947385,,0.9815454459749162,7,16,0,0.3688888888888889,44,6,True,9,9,0.0015649394112232928,0.29220434159002284,111.80370214499999
orth6r_4ab675a33402_q10_rear_left,orth6r_4ab675a33402,10,sobol,rear_left,317.1244615549221,370.66770207602536,0.0,65.39228436537087,1.0935326260514557,0.9504300053231418,,1.0898714060895145,5,11,1,0.27012345679012345,44,3,False,0,9,-0.0002932759595759768,0.0023927693095497915,100.57128771000134
orth6r_4ab675a33402_q10_rear_center,orth6r_4ab675a33402,10,sobol,rear_center,317.1244615549221,370.66770207602536,0.0,65.39228436537087,1.0935326260514557,0.9504300053231418,,1.0898714060895145,12,20,1,0.5456790123456791,49,5,False,0,9,-0.00029327623165808364,0.19777048872673753,86.49908359300025
orth6r_4ab675a33402_q10_rear_right,orth6r_4ab675a33402,10,sobol,rear_right,317.1244615549221,370.66770207602536,0.0,65.39228436537087,1.0935326260514557,0.9504300053231418,,1.0898714060895145,13,22,6,0.6562962962962963,57,6,False,0,9,-0.00029327623444287687,0.22069628494919713,87.13562212400575
orth6r_4ab675a33402_q10_mid_left,orth6r_4ab675a33402,10,sobol,mid_left,317.1244615549221,370.66770207602536,0.0,65.39228436537087,1.0935326260514557,0.9504300053231418,,1.0898714060895145,11,20,0,0.5111111111111111,48,6,False,0,9,-0.00029327603822988657,0.2835873687942856,95.93498438500683
orth6r_4ab675a33402_q11_rear_left,orth6r_4ab675a33402,11,sobol,rear_left,339.18178008869285,472.8063336526975,0.0,45.486855637282126,1.1695923451334238,1.2123239324428141,,0.7581142606213689,12,22,3,0.597037037037037,46,6,True,9,9,0.00666666666666671,0.31711893322790363,97.40016540999932
orth6r_4ab675a33402_q11_rear_center,orth6r_4ab675a33402,11,sobol,rear_center,339.18178008869285,472.8063336526975,0.0,45.486855637282126,1.1695923451334238,1.2123239324428141,,0.7581142606213689,15,24,12,0.8014814814814816,48,7,True,9,9,0.00666666666666671,0.5093622685372083,86.95138787299948
orth6r_4ab675a33402_q11_rear_right,orth6r_4ab675a33402,11,sobol,rear_right,339.18178008869285,472.8063336526975,0.0,45.486855637282126,1.1695923451334238,1.2123239324428141,,0.7581142606213689,15,24,10,0.7767901234567901,49,6,True,9,9,0.00666666666666671,0.22069628494919757,87.00039019699761
orth6r_4ab675a33402_q11_mid_left,orth6r_4ab675a33402,11,sobol,mid_left,339.18178008869285,472.8063336526975,0.0,45.486855637282126,1.1695923451334238,1.2123239324428141,,0.7581142606213689,15,25,11,0.8024691358024691,44,5,True,9,9,0.00666666666666671,0.6158962431428132,100.50545433099614
orth6r_4ab675a33402_q12_rear_left,orth6r_4ab675a33402,12,sobol,rear_left,263.7867977656424,300.9101404482499,0.0,70.85863614454865,0.9096096474677324,0.7715644626878202,,1.180977269075811,1,0,0,0.022222222222222223,16,0,False,0,9,,,129.05931170999975
