candidate_id,robot,sample_index,sampling_kind,parking_id,span2_mm,span3_mm,span4_mm,span5_mm,factor2,factor3,factor4,factor5,tier1_complete,tier2_complete,tier3_complete,storage_balanced_fraction,pickup_complete,pickup_min_slot_complete,module_complete,module_stress_complete,module_stress_total,module_stress_min_clearance_m,module_stress_min_joint_margin_rad,elapsed_s
willow0907_q00_rear_left,willow0907,0,baseline,rear_left,284.99999999999994,254.86724465886152,110.39418014098385,91.91999708442115,1.0,1.0,1.0,1.0,0,0,0,0.0,0,0,False,0,9,,,128.94987055
willow0907_q00_rear_center,willow0907,0,baseline,rear_center,284.99999999999994,254.86724465886152,110.39418014098385,91.91999708442115,1.0,1.0,1.0,1.0,0,0,0,0.0,0,0,False,0,9,0.003061241939857854,0.01367423436868287,90.52230645600002
willow0907_q00_rear_right,willow0907,0,baseline,rear_right,284.99999999999994,254.86724465886152,110.39418014098385,91.91999708442115,1.0,1.0,1.0,1.0,0,0,0,0.0,0,0,True,9,9,0.0030612419397406353,0.05915502811877871,121.51369628900011
willow0907_q00_mid_left,willow0907,0,baseline,mid_left,284.99999999999994,254.86724465886152,110.39418014098385,91.91999708442115,1.0,1.0,1.0,1.0,0,0,0,0.0,0,0,False,0,9,0.003061241939857743,0.01367423436868731,91.85898046300008
willow0907_q01_rear_left,willow0907,1,explicit_1,rear_left,288.0214074850155,410.83439937206646,110.39418014098385,91.91999708442115,1.0106014297719845,1.6119544899618865,1.0,1.0,0,0,0,0.0,0,0,True,9,9,0.0030612419396690398,0.043642735419235024,113.95386467499975
willow0907_q01_rear_center,willow0907,1,explicit_1,rear_center,288.0214074850155,410.83439937206646,110.39418014098385,91.91999708442115,1.0106014297719845,1.6119544899618865,1.0,1.0,0,0,0,0.0,0,0,True,9,9,0.003061241939412266,0.25279181976186815,80.27533783399986
willow0907_q01_rear_right,willow0907,1,explicit_1,rear_right,288.0214074850155,410.83439937206646,110.39418014098385,91.91999708442115,1.0106014297719845,1.6119544899618865,1.0,1.0,0,0,0,0.0,0,0,True,9,9,0.0030612419392367397,0.059155856070235435,96.96283698100024
willow0907_q01_mid_left,willow0907,1,explicit_1,mid_left,288.0214074850155,410.83439937206646,110.39418014098385,91.91999708442115,1.0106014297719845,1.6119544899618865,1.0,1.0,0,0,0,0.0,0,0,True,9,9,0.003061241939412266,0.2527918197618677,90.9169272600002
willow0907_q02_rear_left,willow0907,2,sobol,rear_left,259.88732513040304,431.17138350382453,122.22897075116634,74.79099372401834,0.9118853513347477,1.6917489106179382,1.107204841732312,0.8136531342067906,0,1,0,0.013333333333333334,4,0,True,9,9,0.00666666666666671,0.05690076178102532,102.52714098899969
willow0907_q02_rear_center,willow0907,2,sobol,rear_center,259.88732513040304,431.17138350382453,122.22897075116634,74.79099372401834,0.9118853513347477,1.6917489106179382,1.107204841732312,0.8136531342067906,0,1,0,0.013333333333333334,4,0,True,9,9,0.00666666666666671,0.21194298776266618,79.35848708699996
willow0907_q02_rear_right,willow0907,2,sobol,rear_right,259.88732513040304,431.17138350382453,122.22897075116634,74.79099372401834,0.9118853513347477,1.6917489106179382,1.107204841732312,0.8136531342067906,0,1,0,0.013333333333333334,12,0,True,9,9,0.00666666666666671,0.05915563817846148,101.7607768490002
willow0907_q02_mid_left,willow0907,2,sobol,mid_left,259.88732513040304,431.17138350382453,122.22897075116634,74.79099372401834,0.9118853513347477,1.6917489106179382,1.107204841732312,0.8136531342067906,0,1,0,0.013333333333333334,4,0,True,9,9,0.00666666666666671,0.21194298776266596,90.97899515499967
willow0907_q03_rear_left,willow0907,3,sobol,rear_left,349.2066879943013,348.99716198444366,91.05421829968691,106.67456187307833,1.2252866245414085,1.3693292068644385,0.8248099508814869,1.1605152878225866,0,0,0,0.0,0,0,False,0,9,-0.008268467655287753,0.044470689732744706,94.9490764520001
willow0907_q03_rear_center,willow0907,3,sobol,rear_center,349.2066879943013,348.99716198444366,91.05421829968691,106.67456187307833,1.2252866245414085,1.3693292068644385,0.8248099508814869,1.1605152878225866,0,0,0,0.0,0,0,False,0,9,-0.0007841054005232571,0.3254082816182413,102.44557745400016
willow0907_q03_rear_right,willow0907,3,sobol,rear_right,349.2066879943013,348.99716198444366,91.05421829968691,106.67456187307833,1.2252866245414085,1.3693292068644385,0.8248099508814869,1.1605152878225866,0,0,0,0.0,0,0,True,8,9,-0.00012743763843990272,0.05915633502283901,121.16632678999986
willow0907_q03_mid_left,willow0907,3,sobol,mid_left,349.2066879943013,348.99716198444366,91.05421829968691,106.67456187307833,1.2252866245414085,1.3693292068644385,0.8248099508814869,1.1605152878225866,0,0,0,0.0,0,0,False,0,9,-0.0007841054081960501,0.41782778978053725,110.37397151599998
willow0907_q04_rear_left,willow0907,4,sobol,rear_left,324.1620706021786,368.9893879927695,129.00098698213696,87.04839538782835,1.1374107740427322,1.4477709306531714,1.1685488022773525,0.9470017205057282,0,2,0,0.02666666666666667,4,0,True,9,9,0.00666666666666671,0.10315608835250978,93.65193009799987
willow0907_q04_rear_center,willow0907,4,sobol,rear_center,324.1620706021786,368.9893879927695,129.00098698213696,87.04839538782835,1.1374107740427322,1.4477709306531714,1.1685488022773525,0.9470017205057282,0,2,0,0.02666666666666667,4,0,True,9,9,0.00666666666666671,0.32300929291839864,92.69578672499983
willow0907_q04_rear_right,willow0907,4,sobol,rear_right,324.1620706021786,368.9893879927695,129.00098698213696,87.04839538782835,1.1374107740427322,1.4477709306531714,1.1685488022773525,0.9470017205057282,0,4,0,0.05333333333333334,8,0,True,9,9,0.00666666666666671,0.059156103883870825,103.75162124799999
willow0907_q04_mid_left,willow0907,4,sobol,mid_left,324.1620706021786,368.9893879927695,129.00098698213696,87.04839538782835,1.1374107740427322,1.4477709306531714,1.1685488022773525,0.9470017205057282,0,4,0,0.05333333333333334,4,0,True,9,9,0.00666666666666671,0.3230092929184003,117.97402986099996
willow0907_q05_rear_left,willow0907,5,sobol,rear_left,293.02733190357685,287.0295906066894,97.36325642094016,92.65747329220176,1.0281660768546559,1.1261925438511216,0.8819600480441817,1.0080230225323363,0,0,0,0.0,0,0,False,0,9,,,98.96191149300012
willow0907_q05_rear_center,willow0907,5,sobol,rear_center,293.02733190357685,287.0295906066894,97.36325642094016,92.65747329220176,1.0281660768546559,1.1261925438511216,0.8819600480441817,1.0080230225323363,0,0,0,0.0,0,0,False,0,9,-0.0037679371649317096,0.033371421717969696,130.54498332100002
willow0907_q05_rear_right,willow0907,5,sobol,rear_right,293.02733190357685,287.0295906066894,97.36325642094016,92.65747329220176,1.0281660768546559,1.1261925438511216,0.8819600480441817,1.0080230225323363,0,0,0,0.0,0,0,False,0,9,-0.0029625574706607545,0.05915593066508684,126.73605124999995
willow0907_q05_mid_left,willow0907,5,sobol,mid_left,293.02733190357685,287.0295906066894,97.36325642094016,92.65747329220176,1.0281660768546559,1.1261925438511216,0.8819600480441817,1.0080230225323363,0,0,0,0.0,0,0,False,0,9,-0.0037679370350880946,0.03337143817744548,124.02171340899986
willow0907_q06_rear_left,willow0907,6,sobol,rear_left,275.6654043495655,391.9028635509312,86.27014888450505,101.43239188939332,0.9672470328054932,1.5376745021726554,0.7814737042689196,1.1034855864522688,0,0,0,0.0,0,0,False,0,9,-0.008758579141489083,0.0973166514800845,94.27950520700006
willow0907_q06_rear_center,willow0907,6,sobol,rear_center,275.6654043495655,391.9028635509312,86.27014888450505,101.43239188939332,0.9672470328054932,1.5376745021726554,0.7814737042689196,1.1034855864522688,0,0,0,0.0,0,0,False,0,9,-0.005254953947923895,0.2619868548406046,102.34604012699992
willow0907_q06_rear_right,willow0907,6,sobol,rear_right,275.6654043495655,391.9028635509312,86.27014888450505,101.43239188939332,0.9672470328054932,1.5376745021726554,0.7814737042689196,1.1034855864522688,0,0,0,0.0,0,0,False,0,9,-0.003201422877695318,0.05915601801035297,116.98412874499991
willow0907_q06_mid_left,willow0907,6,sobol,mid_left,275.6654043495655,391.9028635509312,86.27014888450505,101.43239188939332,0.9672470328054932,1.5376745021726554,0.7814737042689196,1.1034855864522688,0,0,0,0.0,0,0,False,0,9,-0.005254953941467511,0.26198685519262677,118.66427657900022
willow0907_q07_rear_left,willow0907,7,sobol,rear_left,306.8011734634638,254.08253885805604,110.41727969422938,77.10352627560496,1.0764953454858381,0.9969211194563043,1.0002092461143879,0.8388112350002748,0,0,0,0.0,0,0,False,0,9,,,130.1852715619998
willow0907_q07_rear_center,willow0907,7,sobol,rear_center,306.8011734634638,254.08253885805604,110.41727969422938,77.10352627560496,1.0764953454858381,0.9969211194563043,1.0002092461143879,0.8388112350002748,0,0,0,0.0,0,0,True,7,9,0.00666666666666671,0.0009592583350610528,95.61558849799985
willow0907_q07_rear_right,willow0907,7,sobol,rear_right,306.8011734634638,254.08253885805604,110.41727969422938,77.10352627560496,1.0764953454858381,0.9969211194563043,1.0002092461143879,0.8388112350002748,0,0,0,0.0,0,0,True,9,9,0.00666666666666671,0.05915568133921578,110.75610258500001
willow0907_q07_mid_left,willow0907,7,sobol,mid_left,306.8011734634638,254.08253885805604,110.41727969422938,77.10352627560496,1.0764953454858381,0.9969211194563043,1.0002092461143879,0.8388112350002748,0,0,0,0.0,0,0,True,7,9,0.00666666666666671,0.000959778646415721,119.45263927199994
willow0907_q08_rear_left,willow0907,8,sobol,rear_left,340.2841701731086,453.7109019048512,109.9997913464904,119.22776134684682,1.193979544467048,1.7801852196116488,0.9964274494000519,1.2970818660638737,0,0,0,0.0,0,0,True,9,9,0.003418073749933786,0.24018177267799845,81.03599508900015
willow0907_q08_rear_center,willow0907,8,sobol,rear_center,340.2841701731086,453.7109019048512,109.9997913464904,119.22776134684682,1.193979544467048,1.7801852196116488,0.9964274494000519,1.2970818660638737,0,0,0,0.0,0,0,True,9,9,0.00493949753871711,0.3254079915308419,95.32469226800004
willow0907_q08_rear_right,willow0907,8,sobol,rear_right,340.2841701731086,453.7109019048512,109.9997913464904,119.22776134684682,1.193979544467048,1.7801852196116488,0.9964274494000519,1.2970818660638737,0,0,0,0.0,2,0,True,9,9,0.005351542998602892,0.05915625947817427,105.84293093899987
