candidate_id,robot,sample_index,span2_mm,span3_mm,span4_mm,span5_mm,size_x_mm,size_y_mm,size_z_mm,worst_axis_ratio,arm_size_x_mm,arm_size_y_mm,arm_size_z_mm,volume_l,clearance_mm,collision_free,rule_pass,evaluations,elapsed_s
orth6r_9cb821f00d15_q15,orth6r_9cb821f00d15,15,0.0,340.6363726919517,426.83822093065834,0.0,440.0816642956055,454.9999961251543,455.0,0.7583333333333334,354.89559853442375,450.639609982624,260.0,91.10790577490965,10.260432836412862,True,True,2444,2.822874038996815
orth6r_9cb821f00d15_q16,orth6r_9cb821f00d15,16,0.0,232.68777647521347,343.92580102197826,0.0,404.65606601267746,360.0,455.0,0.7583333333333334,402.511171286054,274.7283605055424,260.0,66.28266361287656,31.42802798964736,True,True,2231,2.2114162120051333
orth6r_d94907e07b06_q00,orth6r_d94907e07b06,0,290.0,390.0,0.0,0.0,483.22296290578896,424.74838948428334,479.3903587151748,0.8053716048429816,358.22296290578896,299.74838948428334,479.3903587151748,98.39399636163644,6.998417305645183,True,True,4854,6.975910991001001
orth6r_d94907e07b06_q01,orth6r_d94907e07b06,1,220.37192650604993,477.1096069877968,0.0,0.0,466.3457562688539,383.1923691759878,497.30679937852426,0.8288446656308739,466.3457562688539,383.1918284647062,302.30679937852426,88.86879228473695,5.000000017991738,True,True,6641,8.564911790999759
orth6r_d94907e07b06_q02,orth6r_d94907e07b06,2,330.0118701579049,293.6547868978232,0.0,0.0,379.53512064519697,489.83048805516466,489.8305622153198,0.8163842703588663,258.22219934928194,364.83048805516466,294.8305622153198,91.06335813783912,5.000923794216454,True,True,4246,5.363894597998296
orth6r_d94907e07b06_q03,orth6r_d94907e07b06,3,304.8679267941042,393.48026318941265,0.0,0.0,366.5057824626281,495.4178191114185,495.42009567002594,0.8257001594500433,333.3683273879,439.3560995714143,300.42009567002594,89.95515848170835,5.000098654193027,True,True,6424,6.684066687004815
orth6r_d94907e07b06_q04,orth6r_d94907e07b06,4,268.2147795660421,383.37741577997804,0.0,0.0,398.7363773339629,481.6489429607848,488.6300116748507,0.8143833527914178,273.7363773339629,356.6489429607848,473.3687847304476,93.84186021910679,29.187731429909583,True,True,5473,6.254931613999361
orth6r_d94907e07b06_q05,orth6r_d94907e07b06,5,281.2325715413317,419.83658687677234,0.0,0.0,360.0004181529447,471.6367721550897,496.0500718062497,0.8267501196770829,289.97639143075025,459.10188010888385,301.0500718062497,84.22406151900235,5.000000911718941,True,True,5570,6.54174591100309
orth6r_d94907e07b06_q06,orth6r_d94907e07b06,6,318.99976370390505,357.21161185763776,0.0,0.0,489.668141236278,507.2359254142061,493.5371556808941,0.845393209023677,364.668141236278,382.2359254142061,493.5371556808941,122.58341273662913,16.20300526934186,True,True,6514,6.558743190995301
orth6r_d94907e07b06_q07,orth6r_d94907e07b06,7,353.24433314148337,452.37116562668234,0.0,0.0,450.4575053414312,497.83482676336666,497.833557764044,0.8297247112722778,377.73720737790086,476.7853992110424,302.833557764044,111.64088495668463,7.325699746764877,True,True,6063,8.446513335002237
